127.0.0.1 - - [22/Mar/2024:10:24:11 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:40 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:40 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 200 2862
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:40 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:40 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:48 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:48 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 200 2861
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:48 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:48 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:57 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:57 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 200 2861
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:57 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:11:57 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:12 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:12 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 200 2860
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:12 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:12 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:29 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:29 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 200 2860
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:29 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:12:29 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:09 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:09 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:09 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:09 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:19 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:19 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:19 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:13:19 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:16:01 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16987
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:16:01 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:16:01 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:16:01 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:17:58 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16997
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:17:58 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:17:58 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:17:58 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:18:27 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:18:27 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:18:27 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:18:47 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:18:47 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:18:47 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:18:47 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:14 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16972
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:14 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:14 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:14 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:33 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16969
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:33 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:33 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:55 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16966
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:55 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:21:55 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:22:35 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:22:35 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:22:35 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:22:35 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:22:59 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:22:59 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:22:59 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:23:16 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:23:16 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:23:16 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:24:00 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16963
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:24:00 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:24:00 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:24:00 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:24:32 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:24:32 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:24:32 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:53 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:53 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:53 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:53 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:58 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18125
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:58 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:58 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 200 2156
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:55:58 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:56:47 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18125
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:56:47 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:56:47 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:56:47 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 200 2184
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:24 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18125
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:24 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:24 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 200 2184
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:24 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:34 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:34 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:34 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:37 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18125
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:37 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:37 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:42 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:42 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:42 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:44 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18125
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:44 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:44 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:44 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:48 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:48 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:57:48 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:19 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:19 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:19 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:22 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18129
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:22 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:22 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:22 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:33 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:33 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:33 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:46 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18129
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:46 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:46 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:58:46 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:59:54 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18129
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:59:54 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:59:54 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:59:54 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:59:56 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:59:56 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:12:59:56 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:15 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 16964
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:15 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 200 2860
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:15 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:15 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:43 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 18129
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:43 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:43 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:00:43 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:02:41 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 16161
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:02:41 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:02:41 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:02:41 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:02:50 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 29865
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:02:50 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:02:50 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:24 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 14996
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:24 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:24 +0530] "GET /OnlineMobileShoppingSystem/css/register.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:24 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:28 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 16161
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:28 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:28 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:28 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:32 +0530] "GET /OnlineMobileShoppingSystem/register.jsp HTTP/1.1" 200 14996
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:32 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:32 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:37 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 29865
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:37 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:03:37 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:06:26 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 29842
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:06:26 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:06:26 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:08:25 +0530] "GET /OnlineMobileShoppingSystem/index.jsp?category=0 HTTP/1.1" 200 29842
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:08:25 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:08:25 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:15 +0530] "GET /OnlineMobileShoppingSystem/login.jsp HTTP/1.1" 200 16138
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:15 +0530] "GET /OnlineMobileShoppingSystem/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:15 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:15 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/ HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:31 +0530] "POST /OnlineMobileShoppingSystem/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:31 +0530] "GET /OnlineMobileShoppingSystem/index.jsp HTTP/1.1" 200 31844
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:31 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:31 +0530] "GET /OnlineMobileShoppingSystem/images/cart.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:09:31 +0530] "GET /OnlineMobileShoppingSystem/userProfilePic/user1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:10:36 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30710
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:10:36 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:10:41 +0530] "POST /OnlineMobileShoppingSystem/CartServlet HTTP/1.1" 200 38
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:11:29 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30738
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:11:29 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:12:00 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30737
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:12:00 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:12:15 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30737
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:12:15 +0530] "GET /OnlineMobileShoppingSystem/images/phonee.png HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [22/Mar/2024:13:13:46 +0530] "GET /OnlineMobileShoppingSystem/product.jsp?productId=2 HTTP/1.1" 200 30749
